Name,Count,Channel
Humphrey Gilbert,7,Khan Academy
Nathaniel Bacon,3,Khan Academy
Ulysses S. Grant,40,Khan Academy
Robert E. Lee,89,Khan Academy
George Meade,11,Khan Academy
George McClellan,30,Khan Academy
Appomattox,6,Khan Academy
Robert E. Lee's,13,Khan Academy
Harriet Beecher Stowe,39,Khan Academy
Tom,18,Khan Academy
Uncle Tom,8,Khan Academy
Eva,2,Khan Academy
Jesus,5,Khan Academy
Uncle Tom's,3,Khan Academy
Cotton,3,Khan Academy
Frederick Douglass,16,Khan Academy
John Brown,4,Khan Academy
Harriet Scott,6,Khan Academy
Walter Isaacson,11,Khan Academy
Jeffrey,26,Khan Academy
Oprah,2,Khan Academy
Harry Potter,4,Khan Academy
William Tecumseh Sherman,27,Khan Academy
James Buchanan,4,Khan Academy
Jefferson Davis,4,Khan Academy
Antietam,13,Khan Academy
Green,3,Khan Academy
The Battle of Gettysburg,7,Khan Academy
Edward Everett,21,Khan Academy
William Seward,4,Khan Academy
William Lloyd Garrison,2,Khan Academy
John Wilkes Booth,4,Khan Academy
Abraham Lincoln's,34,Khan Academy
George B. McClellan,30,Khan Academy
Bull Run,14,Khan Academy
Rutherford B. Hayes,8,Khan Academy
Hayes,2,Khan Academy
Oliver Wendell Holmes,2,Khan Academy
Winfield Scott,4,Khan Academy
Zachary Taylor,3,Khan Academy
James K. Polk,12,Khan Academy
Zachary Taylor's,1,Khan Academy
William Tecumseh Sherman's,6,Khan Academy
Sherman,6,Khan Academy
Grant,5,Khan Academy
Henry Clay,10,Khan Academy
Shaw,7,Khan Academy
Martin Luther King Jr.,10,Khan Academy
John Adams',4,Khan Academy
Sal Khan,19,Khan Academy
Bibas,16,Khan Academy
John Bestler,13,Khan Academy
Bestler,9,Khan Academy
Donald Dripps,5,Khan Academy
Stephen Salzburg,12,Khan Academy
Wallace,6,Khan Academy
Magna Carta,5,Khan Academy
King John,5,Khan Academy
Northerners,2,Khan Academy
Everett,9,Khan Academy
Congressperson,6,Khan Academy
Amy Green,16,Khan Academy
Ken Rose,15,Khan Academy
George W. Bush's,9,Khan Academy
John,5,Khan Academy
Mitt Romney,9,Khan Academy
John McCain,4,Khan Academy
John Kerry,4,Khan Academy
Hillary Clinton's,4,Khan Academy
Franklin D. Roosevelt,9,Khan Academy
Jimmy Carter,3,Khan Academy
Theodore Roosevelt,20,Khan Academy
Ross Perot,10,Khan Academy
Ross,2,Khan Academy
Donald Trump's,6,Khan Academy
Reagan,13,Khan Academy
Martin Luther King's,18,Khan Academy
Otis McDonald's,5,Khan Academy
Ernesto,27,Khan Academy
Bill,1,Khan Academy
Powell,6,Khan Academy
Grutter,4,Khan Academy
Clarence Thomas,2,Khan Academy
Roe,10,Khan Academy
Martin Luther King Jr.'s,13,Khan Academy
Jacob Riis,21,Khan Academy
Hooray,2,Khan Academy
Andrew Carnegie,10,Khan Academy
J.P. Morgan,10,Khan Academy
John D. Rockefeller,6,Khan Academy
John D. Rockefeller's,2,Khan Academy
Darwin,8,Khan Academy
Spencer,23,Khan Academy
Thomas Edison,1,Khan Academy
North,4,Khan Academy
Lee Chu,19,Khan Academy
Mary Anton,7,Khan Academy
Christopher Columbus's,15,Khan Academy
Isabella,16,Khan Academy
Franklin Delano Roosevelt,100,Khan Academy
Franklin Delano Roosevelt's,25,Khan Academy
Herbert Hoover,12,Khan Academy
Marco Polo,2,Khan Academy
Greeks,2,Khan Academy
Aztecs,6,Khan Academy
Hoover,2,Khan Academy
Daniel Shays,6,Khan Academy
Thomas Paine,2,Khan Academy
Abigail Adams,2,Khan Academy
John Locke,12,Khan Academy
John Locke's,7,Khan Academy
Braddock,2,Khan Academy
Jeff,13,Khan Academy
James Madison's,8,Khan Academy
Jackson,15,Khan Academy
George Washington's,4,Khan Academy
Mitch McConnell,10,Khan Academy
Chuck Grassley,7,Khan Academy
Twitter,3,Khan Academy
Eisenhower,8,Khan Academy
Theodore Roosevelt's,1,Khan Academy
James Monroe,2,Khan Academy
Gerald Ford,6,Khan Academy
Lyndon Johnson's,3,Khan Academy
Lyndon Johnson,4,Khan Academy
George H.W. Bush,2,Khan Academy
Bill Clinton's,2,Khan Academy
Uncle Sam,1,Khan Academy
Hernán Cortés,5,Khan Academy
Pearl Harbor,6,Khan Academy
Adolf Hitler,5,Khan Academy
Vichy France,5,Khan Academy
Winston Churchill,2,Khan Academy
Woodrow Wilson,27,Khan Academy
Teddy Roosevelt,3,Khan Academy
Wilson,21,Khan Academy
Iwo Jima,5,Khan Academy
Ida B. Wells,1,Khan Academy
Woodrow Wilson's,5,Khan Academy
Mussolini,6,Khan Academy
Michel,7,Khan Academy
Lorenzo,16,Khan Academy
Ty,7,Khan Academy
Kiko,5,Khan Academy
John Emerson,7,Khan Academy
Eliza Sanford,6,Khan Academy
Roger Tawny,7,Khan Academy
max,1,Khan Academy
Eleanor Roosevelt,4,Khan Academy
James Henry Hammond,10,Khan Academy
Hmm,1,Khan Academy
Douglass,11,Khan Academy
B.,1,Khan Academy
Grover,15,Khan Academy
Sol Khan,8,Khan Academy
Jeffrey Rose,6,Khan Academy
William Howard Taft,2,Khan Academy
Taft,3,Khan Academy
John Jay,10,Khan Academy
Aaron Burr,1,Khan Academy
Dwight Eisenhower,2,Khan Academy
Andrew Jackson's,14,Khan Academy
Stephen Douglas,4,Khan Academy
William Jennings Bryan,4,Khan Academy
Joe,3,Khan Academy
Federalist Papers,6,Khan Academy
Brutus,24,Khan Academy
Thomas Hobbes,8,Khan Academy
Gore,2,Khan Academy
Alfonso Lopez,5,Khan Academy
John Dickerson,8,Khan Academy
Abigail,1,Khan Academy
O'Connor,2,Khan Academy
Lyman Beecher,7,Khan Academy
John Quincy Adams,23,Khan Academy
Martin Van Buren,2,Khan Academy
William Henry Harrison,6,Khan Academy
William Henry Harrison's,1,Khan Academy
Jesus Christ,2,Khan Academy
Charles Grandison Finney,5,Khan Academy
Monroe,10,Khan Academy
William McKinley,1,Khan Academy
Albert Einstein,1,Khan Academy
Binky Barnes,8,PBS Kids
Buster Baxter's,18,PBS Kids
Buster Baxter,22,PBS Kids
Daniel,1,PBS Kids
Peggy,7,PBS Kids
Eva,1,PBS Kids
Harry,14,PBS Kids
Kitty Academy,7,PBS Kids
Xavier Riddle,41,PBS Kids
Hmm,11,PBS Kids
Grandmaster Flash,8,PBS Kids
Burby,23,PBS Kids
Brad,76,PBS Kids
Yadina,58,PBS Kids
Zoom,48,PBS Kids
Mary Seacole,9,PBS Kids
Barbie,4,PBS Kids
Bill,1,PBS Kids
Mary,4,PBS Kids
Wilma Rudolph,22,PBS Kids
Jonas Salk,19,PBS Kids
Rosa Parks,24,PBS Kids
Thurgood Marshall,5,PBS Kids
Marshall,2,PBS Kids
Kitty,10,PBS Kids
Doom,14,PBS Kids
Jesse Owens,38,PBS Kids
Yummy,1,PBS Kids
Ella Fitzgerald,17,PBS Kids
Kinda,1,PBS Kids
Frederick Douglass,23,PBS Kids
Jimmy,4,PBS Kids
Martin Luther King Jr.,3,PBS Kids
Pierce Freelon,6,PBS Kids
Arthur,3,PBS Kids
Maya Angelou,10,PBS Kids
Maya,2,PBS Kids
Douglass,1,PBS Kids
Abraham Lincoln,15,PBS Kids
Brad Meltzer,65,PBS Kids
Harriet Tubman,23,PBS Kids
Harriet,18,PBS Kids
John Brown,1,PBS Kids
Susan B. Anthony,1,PBS Kids
Hana Ali,12,PBS Kids
Muhammad Ali,21,PBS Kids
Cassius,7,PBS Kids
Ali,2,PBS Kids
Elizabeth,7,PBS Kids
Molly,13,PBS Kids
Elizabeth Peretrovich,6,PBS Kids
Amelia Earhart,26,PBS Kids
Amelia,2,PBS Kids
Billie Jean,8,PBS Kids
Yay,3,PBS Kids
Ta-da,1,PBS Kids
Chris Eliopoulos,6,PBS Kids
Chris,2,PBS Kids
Rogers,5,PBS Kids
Robert,1,PBS Kids
James Madison,11,PBS Kids
James Madison's,3,PBS Kids
Thomas Jefferson,18,PBS Kids
Jefferson,1,PBS Kids
William Henry Harrison,23,PBS Kids
Andrew Jackson,34,PBS Kids
Woodrow Wilson,13,PBS Kids
Teddy Roosevelt,23,PBS Kids
Taft,2,PBS Kids
Woodrow Wilson's,1,PBS Kids
Abe Lincoln,16,PBS Kids
George Washington,21,PBS Kids
George Washington's,5,PBS Kids
Barack Obama's,2,PBS Kids
Barack Obama,5,PBS Kids
Grover Cleveland,12,PBS Kids
Benjamin Harrison,8,PBS Kids
Dwight Eich Eisenhower,14,PBS Kids
Roosevelt,1,PBS Kids
John Kennedy,18,PBS Kids
Nixon,4,PBS Kids
Herbert Hoover,15,PBS Kids
Wilson,1,PBS Kids
Harding,2,PBS Kids
Coolidge,2,PBS Kids
Lyndon Johnson,15,PBS Kids
Kennedy,1,PBS Kids
Lyndon Johnson's,2,PBS Kids
Lewis,1,PBS Kids
Clark,1,PBS Kids
Thomas Jefferson's,2,PBS Kids
John Adams,16,PBS Kids
John Tyler,12,PBS Kids
Richard Nixon's,8,PBS Kids
Richard Nixon,15,PBS Kids
Eisenhower,1,PBS Kids
John F. Kennedy,1,PBS Kids
George Bush,14,PBS Kids
George Bush's,3,PBS Kids
Ronald Reagan,17,PBS Kids
Ronald Reagan's,7,PBS Kids
Reagan,1,PBS Kids
Franklin Pierce,12,PBS Kids
Franklin Pierce's,6,PBS Kids
Jimmy Carter,15,PBS Kids
Jimmy Carter's,4,PBS Kids
James Buchanan,11,PBS Kids
Warren G. Harding,12,PBS Kids
Andrew Johnson,13,PBS Kids
Lincoln,3,PBS Kids
Andrew Johnson's,2,PBS Kids
William McKinley,10,PBS Kids
William McKinley's,3,PBS Kids
Rutherford Hayes,17,PBS Kids
Grant,1,PBS Kids
George W. Bush,12,PBS Kids
George W. Bush's,1,PBS Kids
Al Gore,1,PBS Kids
Chester Arthur,14,PBS Kids
Hayes,1,PBS Kids
Garfield,1,PBS Kids
William Howard Taft,24,PBS Kids
Teddy Roosevelt's,4,PBS Kids
Franklin Delano Roosevelt,13,PBS Kids
Benjamin,3,PBS Kids
Ulysses S. Grant,13,PBS Kids
Ulysses S. Grant's,2,PBS Kids
Martin Van Buren,17,PBS Kids
Calvin Coolidge,14,PBS Kids
John Quincy Adams,13,PBS Kids
Monroe,1,PBS Kids
Henry Clay,1,PBS Kids
Andrew Jackson's,1,PBS Kids
Franklin Roosevelt,2,PBS Kids
Harry Truman,12,PBS Kids
Zachary Taylor,16,PBS Kids
Zachary Taylor's,3,PBS Kids
Push,1,PBS Kids
Millard Fillmore,8,PBS Kids
Bill Clinton,10,PBS Kids
Ross Perot,1,PBS Kids
Bush,1,PBS Kids
Bill Clinton's,2,PBS Kids
Clinton,1,PBS Kids
James Knox Polk,13,PBS Kids
Fillmore,1,PBS Kids
James Monroe,11,PBS Kids
Gerald Ford,13,PBS Kids
James Garfield,14,PBS Kids
Bell,5,PBS Kids
James Naismith,15,PBS Kids
Temple Grandin,118,PBS Kids
Ben,27,PBS Kids
Roberto Clemente,27,PBS Kids
Kristi Yamaguchi,10,PBS Kids
Kristi,11,PBS Kids
Ruth Bader Ginsburg,31,PBS Kids
Gary,4,PBS Kids
Temple Grandin's,33,PBS Kids
Albert Einstein,57,PBS Kids
Abraham Lincoln's,2,PBS Kids
Brad Meltzer's,8,PBS Kids
Albert Einstein's,17,PBS Kids
John Green,634,Crash Course
U.S. History,7,Crash Course
Gerald Ford,11,Crash Course
John Green’s,6,Crash Course
Nixon,19,Crash Course
Stan,162,Crash Course
Jimmy Carter,21,Crash Course
Eric Foner,17,Crash Course
Jimmy Carter's,6,Crash Course
Ronald Reagan,10,Crash Course
George H.W. Bush,37,Crash Course
George Bush,1,Crash Course
Teddy Roosevelt,4,Crash Course
Barbie,1,Crash Course
Dan,3,Crash Course
George H.W. Bush's,7,Crash Course
Jesse Jackson,37,Crash Course
John Green's,61,Crash Course
Rodney King,8,Crash Course
Raul Meyer,15,Crash Course
George W. Bush,27,Crash Course
Herbert Hoover,18,Crash Course
Andrew Jackson,38,Crash Course
Hoover,3,Crash Course
Gatsby,5,Crash Course
Calvin Coolidge,3,Crash Course
Harding,2,Crash Course
Warren G. Harding,1,Crash Course
Oliver Wendell Holmes,3,Crash Course
Klan,5,Crash Course
Coolidge,1,Crash Course
Scopes,5,Crash Course
William Jennings Bryan,4,Crash Course
Rosyana Rojas,5,Crash Course
Thought Cafe,53,Crash Course
Franklin D. Roosevelt,5,Crash Course
FDR,36,Crash Course
Eleanor Roosevelt,4,Crash Course
Nah,2,Crash Course
A. Philip Randolph,26,Crash Course
Bill Clinton,29,Crash Course
Bill Clinton's,14,Crash Course
Hillary Clinton,2,Crash Course
Hillary Clinton's,1,Crash Course
Barack Obama's,22,Crash Course
John,41,Crash Course
Articles,1,Crash Course
Daniel Shays,1,Crash Course
Thomas Jefferson,54,Crash Course
Alexander Hamilton,14,Crash Course
James Madison's,1,Crash Course
Roger Sherman,3,Crash Course
James Madison,13,Crash Course
John Jay,4,Crash Course
Federalist Papers,1,Crash Course
Richard Nixon's,7,Crash Course
Green,8,Crash Course
Lyndon Johnson,12,Crash Course
Barry Goldwater,10,Crash Course
Lyndon Johnson's,8,Crash Course
Richard Nixon,30,Crash Course
Earl Warren,6,Crash Course
Roe,1,Crash Course
Wade,1,Crash Course
Alexander Hamilton's,2,Crash Course
Nathaniel Hawthorne,9,Crash Course
Mark Twain,5,Crash Course
Ralph Waldo Emerson,5,Crash Course
Stan Muller,18,Crash Course
Jamestown,4,Crash Course
William Penn,4,Crash Course
Penn,3,Crash Course
Nathaniel Bacon,3,Crash Course
Paul Revere,1,Crash Course
George Washington's,5,Crash Course
George Washington,28,Crash Course
Danica Johnson,19,Crash Course
George,2,Crash Course
Martin Luther King Jr.,73,Crash Course
Martin Luther King's,1,Crash Course
John F. Kennedy,9,Crash Course
James,1,Crash Course
Martin Luther King,12,Crash Course
Malcolm X,40,Crash Course
Miranda,7,Crash Course
Griswold,1,Crash Course
colonists,3,Crash Course
Crispus Attucks,16,Crash Course
John Adams,21,Crash Course
George III,2,Crash Course
Harry Potter,1,Crash Course
Meredith Danko,17,Crash Course
Ayn Rand,1,Crash Course
Vanderbilt,2,Crash Course
Cornelius Vanderbilt,2,Crash Course
John D. Rockefeller,2,Crash Course
J.P. Morgan,4,Crash Course
Andrew Carnegie,1,Crash Course
Darwin,1,Crash Course
Hamilton,27,Crash Course
Jefferson,29,Crash Course
Abraham Lincoln,32,Crash Course
Andrew,2,Crash Course
Johnson,13,Crash Course
Andrew Johnson's,2,Crash Course
Andrew Johnson,8,Crash Course
Sherman,6,Crash Course
Jefferson Davis,1,Crash Course
Ulysses S. Grant,10,Crash Course
Rutherford B. Hayes,4,Crash Course
Hayes,3,Crash Course
Jim Crow,32,Crash Course
Stephen Douglas,6,Crash Course
Dred Scott,20,Crash Course
Thomas Jefferson's,10,Crash Course
James Buchanan,2,Crash Course
James Buchanan's,1,Crash Course
John Brown,10,Crash Course
Roger B. Taney,1,Crash Course
Taney,2,Crash Course
Kim,2,Crash Course
Al Gore,7,Crash Course
George W. Bush's,8,Crash Course
Bush,14,Crash Course
Gore,2,Crash Course
Ronald Reagan's,5,Crash Course
John McCain,2,Crash Course
John Kerry,3,Crash Course
King George,1,Crash Course
Abigail,1,Crash Course
Robert E. Lee,10,Crash Course
Abraham Lincoln's,1,Crash Course
Plunkett,5,Crash Course
Garfield,3,Crash Course
Chester Arthur,1,Crash Course
Benjamin Harrison,1,Crash Course
Bryan,7,Crash Course
William McKinley,6,Crash Course
Henry Clay,6,Crash Course
John Ross,1,Crash Course
William Henry Harrison,4,Crash Course
Bob,5,Crash Course
John C. Calhoun,8,Crash Course
Jackson,14,Crash Course
Theodore Roosevelt,26,Crash Course
Theodore Roosevelt's,5,Crash Course
William Howard Taft,12,Crash Course
Woodrow Wilson,30,Crash Course
Woodrow Wilson's,3,Crash Course
Reagan,62,Crash Course
Jimmy,3,Crash Course
Monticello,1,Crash Course
John Locke,4,Crash Course
Joseph Stalin,2,Crash Course
Harry Truman,2,Crash Course
Roosevelt,16,Crash Course
Truman,7,Crash Course
Marshall,7,Crash Course
Stalin,4,Crash Course
Cotton,3,Crash Course
Greeks,1,Crash Course
Daniel,1,Crash Course
David,2,Crash Course
Harriet Tubman,14,Crash Course
Martin Van Buren,11,Crash Course
James K. Polk,8,Crash Course
Zachary Taylor,2,Crash Course
Winfield Scott,1,Crash Course
William Seward,1,Crash Course
John Smith,5,Crash Course
John Winthrop,3,Crash Course
Grant,1,Crash Course
Barack Obama,43,Crash Course
Aaron Burr,4,Crash Course
John Marshall,9,Crash Course
Madison,12,Crash Course
Lewis,2,Crash Course
Clark,1,Crash Course
Franklin Delano Roosevelt,6,Crash Course
Maria Stewart,37,Crash Course
Harriet Beecher Stowe,3,Crash Course
Uncle Tom's,7,Crash Course
Sarah,1,Crash Course
Frederick Douglass,81,Crash Course
William Lloyd Garrison,8,Crash Course
Luke,2,Crash Course
George McClellan,3,Crash Course
Robert E. Lee's,5,Crash Course
Jesus,2,Crash Course
Thomas Paine,1,Crash Course
Jesus Christ,3,Crash Course
Richard,1,Crash Course
David Walker,8,Crash Course
Rosa Parks,31,Crash Course
Brown,8,Crash Course
Plessy,17,Crash Course
Ferguson,13,Crash Course
Eisenhower,9,Crash Course
Sam,1,Crash Course
Ulysses S. Grant's,3,Crash Course
Walter Raleigh,1,Crash Course
Squanto,4,Crash Course
Twitter,3,Crash Course
Booker T. Washington,21,Crash Course
Wilson,5,Crash Course
Monroe,3,Crash Course
John Quincy Adams,4,Crash Course
Andrew Jackson's,11,Crash Course
Northerners,1,Crash Course
Thomas Edison,1,Crash Course
Grover Cleveland,1,Crash Course
Grover,1,Crash Course
John Boehner,8,Crash Course
Yay,1,Crash Course
North,1,Crash Course
Syngman Rhee,2,Crash Course
Winston Churchill,1,Crash Course
Braddock,2,Crash Course
George Whitefield,6,Crash Course
Churchill,1,Crash Course
Hitler,3,Crash Course
Clint Smith,234,Crash Course
Josephine St. Pierre Ruffin,11,Crash Course
Clint Smith's,40,Crash Course
Grandmaster Flash,2,Crash Course
Anthony Johnson,7,Crash Course
Anthony Johnson's,5,Crash Course
Antonio,3,Crash Course
Bennett,1,Crash Course
Mary,1,Crash Course
Homer Plessy,2,Crash Course
Ida B. Wells,1,Crash Course
Zora Neale Hurston,6,Crash Course
Bobby Seale,9,Crash Course
Elaine Brown,7,Crash Course
Learner Coin,8,Crash Course
Joanne Robinson,7,Crash Course
Emmett,8,Crash Course
DuBois,9,Crash Course
Push,17,Crash Course
King,3,Crash Course
Phyllis Wheatley,29,Crash Course
Phyllis Wheatley's,9,Crash Course
Ben Franklin,1,Crash Course
Jordan,1,Crash Course
Langston Hughes,11,Crash Course
Maya Angelou,1,Crash Course
Jones,1,Crash Course
Spencer,1,Crash Course
Karl Marx,1,Crash Course
Frank Church,1,Crash Course
James W. Stewart,6,Crash Course
Maria Stewart's,8,Crash Course
Dred Scott's,3,Crash Course
Peter Blow,1,Crash Course
John Emerson,3,Crash Course
John Sanford,2,Crash Course
Roger Tawny,1,Crash Course
Shirley Chisholm,29,Crash Course
Obama,3,Crash Course
Trayvon Martin,6,Crash Course
George Zimmerman,6,Crash Course
Michael Brown,5,Crash Course
Taylor,3,Crash Course
Lincoln,1,Crash Course
Farmer Joe,5,Crash Course
Elizabeth Key's,9,Crash Course
Shirley Chisholm's,5,Crash Course
Marcus Garvey,15,Crash Course
Oliver Brown,5,Crash Course
Linda Brown,7,Crash Course
Thurgood Marshall,8,Crash Course
Lyndon B. Johnson,4,Crash Course
marijuana,3,Crash Course
Clinton,9,Crash Course
Charles de L'Anne,16,Crash Course
Harry,4,Crash Course
Shaw,1,Crash Course
Zora Neale,19,Crash Course
Alice Walker,6,Crash Course
Toni Morrison,57,Crash Course
Douglass,2,Crash Course
William,1,Crash Course
Samuel Adams,1,Crash Course
Dunmore,5,Crash Course
Elizabeth,1,Crash Course
Bayard Rustin,18,Crash Course
Morgan,1,Crash Course
Ida B. Wells Barnett,18,Crash Course
Ida B. Wells Barnett's,5,Crash Course
Elizabeth Key,23,Crash Course
Thomas Key,6,Crash Course
John Maltram,5,Crash Course
James Weldon Johnson,5,Crash Course
Peter,1,Crash Course
Marcus Garvey's,5,Crash Course
Latasha Harlins,6,Crash Course
Soon Ja Du,5,Crash Course
Malcolm X's,10,Crash Course
Elijah Muhammad,5,Crash Course
Darren Wilson,5,Crash Course
Eric Garner,6,Crash Course
Toni Morrison's,8,Crash Course
Oprah,5,Crash Course
Martin Luther King Jr.'s,3,Crash Course
