Name,Count,Channel,gender,occupation,ethnic_group
Mary Seacole,9,PBS Kids,female,writer|nurse|autobiographer|traditional healer,African Americans
Barbie,4,PBS Kids,female,actor|Playboy Playmate|preschool teacher|erotic photography model|model|television actor|film actor,None
Bill,1,PBS Kids,male,diplomat|politician|ambassador,None
Mary,4,PBS Kids,female,None,None
Wilma Rudolph,22,PBS Kids,female,sprinter,African Americans
Jonas Salk,20,PBS Kids,male,physician|inventor|biologist|immunologist|epidemiologist|virologist,None
Rosa Parks,24,PBS Kids,female,civil rights advocate|public figure|autobiographer|political activist|human rights activist,African Americans
Thurgood Marshall,5,PBS Kids,male,judge|lawyer|politician|jurist,African Americans
Marshall,2,PBS Kids,male,botanist,None
Kitty,10,PBS Kids,female,writer,None
Fred,10,PBS Kids,male,lepidopterist|director,None
Doom,14,PBS Kids,None,None,None
Jesse Owens,38,PBS Kids,male,sprinter|athletics competitor|long jumper,African Americans
Yummy,1,PBS Kids,male,None,None
Ella Fitzgerald,17,PBS Kids,female,composer|bandleader|film actor|conductor|jazz musician|singer|recording artist|singer-songwriter,African Americans
Kinda,1,PBS Kids,None,None,None
Frederick Douglass,25,PBS Kids,male,writer|businessperson|abolitionist|film editor|orator|autobiographer|politician|suffragist|diplomat|caulker|editor|journalist,African Americans
Jimmy,4,PBS Kids,male,None,None
Martin Luther King Jr.,3,PBS Kids,male,writer|peace activist|politician|opinion journalist|pastor|pacifist|preacher|civil rights advocate|human rights activist,African Americans
Pierce Freelon,7,PBS Kids,male,jazz musician,None
Maya Angelou,10,PBS Kids,female,screenwriter|writer|playwright|politician|journalist|singer|comedian|stage actor|professor|television producer|film producer|film director|novelist|songwriter|television actor|essayist|dancer|human rights activist|autobiographer,African Americans
Maya,2,PBS Kids,female,musician,None
Abraham Lincoln,17,PBS Kids,male,writer|lawyer|politician|military officer|farmer|statesperson|postmaster,None
Brad Meltzer,73,PBS Kids,male,writer|children's writer|screenwriter|novelist,None
Harriet Tubman,25,PBS Kids,female,nurse|writer|suffragist|human rights activist|feminist|spy|political activist|abolitionist,African Americans
Harriet,18,PBS Kids,female,singer|songwriter,None
John Brown,1,PBS Kids,male,None,None
Susan B. Susan B. Anthony,1,PBS Kids,None,None,None
Hana Ali,15,PBS Kids,female,actor,None
Muhammad Ali,23,PBS Kids,male,boxer,African Americans
Cassius,7,PBS Kids,male,boxer,None
Elizabeth,7,PBS Kids,female,None,None
Molly,13,PBS Kids,female,journalist|writer,None
Elizabeth Peretrovich,6,PBS Kids,None,None,None
Amelia Earhart,26,PBS Kids,female,journalist|aircraft pilot|travel writer|memoirist|women's rights activist|aviation writer,None
Amelia,2,PBS Kids,female,politician,None
Billie Jean,8,PBS Kids,None,None,None
Yay,3,PBS Kids,male,professional gamer,None
Ta-da,1,PBS Kids,None,None,None
Chris Eliopoulos,6,PBS Kids,male,letterer|screenwriter|comics artist|cartoonist|drawer,None
Chris,2,PBS Kids,male,actor|voice actor,None
Rogers,5,PBS Kids,female,architect,None
Robert,1,PBS Kids,male,Catholic priest|Catholic bishop,None
James Madison,14,PBS Kids,male,writer|lawyer|politician|diplomat|statesperson|philosopher,None
Thomas Jefferson,20,PBS Kids,male,writer|teacher|diplomat|lawyer|paleontologist|inventor|archaeologist|architect|philosopher|statesperson|politician|cryptographer|farmer|jurist,None
Thomas Jefferson's,1,PBS Kids,None,None,None
William Henry Harrison,23,PBS Kids,male,politician|military officer|diplomat|statesperson,None
Andrew Jackson,22,PBS Kids,male,lawyer|judge|politician|military officer|statesperson,None
Woodrow Wilson,14,PBS Kids,male,teacher|writer|university teacher|lawyer|academic|politician|jurist|statesperson|political scientist,None
Theodore Roosevelt,23,PBS Kids,male,naturalist|writer|politician|historian|statesperson|ornithologist|rancher|essayist|explorer|conservationist|autobiographer|diarist,None
Taft,2,PBS Kids,male,botanist,None
Abe Lincoln,16,PBS Kids,male,writer|lawyer|politician|military officer|farmer|statesperson|postmaster,None
George Washington,25,PBS Kids,male,writer|engineer|politician|farmer|statesperson|cartographer|revolutionary|geometer|army officer,None
Martha Washington,1,PBS Kids,female,politician,None
Barack Obama,7,PBS Kids,male,lawyer|podcaster|community organizer|politician|political writer|jurist|statesperson|academic|memoirist,African Americans
Grover Cleveland,12,PBS Kids,male,lawyer|writer|politician|executioner|statesperson,Scotch-Irish Americans
Benjamin Harrison,8,PBS Kids,male,lawyer|writer|politician|military officer|statesperson,None
Dwight Eich Eisenhower,14,PBS Kids,None,None,None
John Kennedy,16,PBS Kids,male,researcher,None
Nixon,4,PBS Kids,male,lawyer|politician|military officer|statesperson|autobiographer,None
John B. John B. Kennedy,4,PBS Kids,None,None,None
Herbert Hoover,16,PBS Kids,male,writer|businessperson|engineer|statesperson|politician|geologist|mining engineer,None
Wilson,1,PBS Kids,None,None,None
Lyndon Johnson,14,PBS Kids,male,statesperson|politician|teacher|rancher,None
Kennedy,1,PBS Kids,male,writer|politician|statesperson|journalist|naval officer|anti-communist,Irish Americans
Lyndon B. Lyndon B. Johnson,2,PBS Kids,None,None,None
Lewis,1,PBS Kids,female,writer|screenwriter|journalist|children's writer|novelist|film producer,None
Clark,1,PBS Kids,female,athletics competitor,None
John Adams,16,PBS Kids,male,politician,None
John Tyler,13,PBS Kids,male,politician|lawyer|statesperson,None
Richard Nixon,23,PBS Kids,male,lawyer|politician|military officer|statesperson|autobiographer,None
Eisenhower,1,PBS Kids,male,writer|politician|military personnel|military officer|statesperson|army officer,None
John F. John F. Kennedy,1,PBS Kids,None,None,None
George Bush,14,PBS Kids,male,politician|businessperson|rugby union player|military officer|motivational speaker|statesperson|autobiographer|painter|financier,None
George W. George W. Bush,16,PBS Kids,None,None,None
Ronald Reagan,25,PBS Kids,male,screenwriter|politician|game show host|actor|announcer|anti-communist|military officer|lifeguard|voice actor|statesperson|diarist|television actor|character actor|art collector|film actor|trade unionist|autobiographer,None
Franklin Pierce,18,PBS Kids,male,lawyer|politician|statesperson,None
Jimmy Carter,19,PBS Kids,male,writer|businessperson|engineer|politician|farmer|environmentalist|novelist|peace activist|diplomat|autobiographer|naval officer|statesperson|humanitarian|human rights activist|submariner,None
James Buchanan,11,PBS Kids,male,lawyer|politician|diplomat|statesperson,None
Warren G. Warren G. Harding,15,PBS Kids,None,None,None
Andrew Johnson,15,PBS Kids,male,politician|military officer|tailor|statesperson,None
Lincoln,3,PBS Kids,female,badminton player,None
William McKinley,13,PBS Kids,male,lawyer|politician|statesperson,None
Rutherford Hayes,17,PBS Kids,male,lawyer|military officer|statesperson,None
Al Gore,1,PBS Kids,male,writer|businessperson|politician|financier|environmentalist|journalist|blogger|orator|climate activist,None
Chester A. Chester A. Arthur,14,PBS Kids,None,None,None
William Howard Taft,24,PBS Kids,male,judge|writer|lawyer|university teacher|politician|statesperson|prosecutor|pedagogue,None
Theodore Roosevelt's,4,PBS Kids,None,None,None
Franklin Delano Roosevelt,15,PBS Kids,male,statesperson,None
Benjamin,3,PBS Kids,male,writer|comics artist,None
Ulysses S. Ulysses S. Grant,15,PBS Kids,None,None,None
Martin Van Buren,17,PBS Kids,male,lawyer|writer|politician|diplomat|statesperson,None
Calvin Coolidge,16,PBS Kids,male,lawyer|politician|statesperson|autobiographer,None
John Quincy Adams,13,PBS Kids,male,lawyer|writer|politician|diplomat|statesperson|diarist,None
Henry Clay,3,PBS Kids,male,writer|lawyer|politician|diplomat,None
Harry Truman,12,PBS Kids,male,businessperson|politician|judge|military officer|diarist,None
Zachary Taylor,19,PBS Kids,male,statesperson,None
Push,1,PBS Kids,male,actor|television presenter|radio personality|model|television actor,None
Millard Fillmore,9,PBS Kids,male,lawyer|politician|statesperson,None
Bill Clinton,13,PBS Kids,male,writer|lawyer|politician|teacher|statesperson|governor|saxophonist|autobiographer|jurist|diplomat,None
Ross Perot,1,PBS Kids,male,entrepreneur|politician|naval officer,None
Bush,1,PBS Kids,male,politician|businessperson|rugby union player|military officer|motivational speaker|statesperson|autobiographer|painter|financier,None
James K. James K. Polk,14,PBS Kids,None,None,None
James Monroe,12,PBS Kids,male,lawyer|politician|writer|farmer|diplomat|statesperson,None
Andrew Andrew Jackson,18,PBS Kids,None,None,None
Andrew Jackson King,15,PBS Kids,male,lawyer,None
Andrew,1,PBS Kids,male,politician,None
Gerald Ford,13,PBS Kids,male,lawyer|politician|statesperson|military officer|gridiron football player|autobiographer|American football player,None
James Garfield,12,PBS Kids,male,writer|military personnel|lawyer|politician|statesperson,None
James A. James A. Garfield,3,PBS Kids,None,None,None
Bell,5,PBS Kids,None,None,None
James Naismith,15,PBS Kids,male,writer|inventor|physician|cleric|head coach|basketball player|basketball coach,None
Temple Grandin,136,PBS Kids,female,screenwriter|zoologist|writer|biologist|university teacher|academic|activist|non-fiction writer,None
Ben,27,PBS Kids,male,baseball player,None
Roberto Clemente,27,PBS Kids,male,baseball player,None
Kristi Yamaguchi,10,PBS Kids,female,writer|children's writer|television actor|figure skater,None
Kristi,11,PBS Kids,female,writer|children's writer|television actor|figure skater,None
Ruth Bader Ginsburg,32,PBS Kids,female,judge|lawyer|jurist,None
Gary,4,PBS Kids,male,singer|record producer|songwriter|restaurateur|music promoter,None
Will Brad,6,PBS Kids,None,None,None
Albert Einstein,75,PBS Kids,male,physicist,Jewish people
John Green,643,Crash Course,male,farmer|radio producer|political writer|broadcasting executive,None
U.S. History,8,Crash Course,None,None,None
Gerald Ford,12,Crash Course,male,lawyer|politician|statesperson|military officer|gridiron football player|autobiographer|American football player,None
John Green’s,6,Crash Course,None,None,None
Nixon,12,Crash Course,male,lawyer|politician|military officer|statesperson|autobiographer,None
Stan,161,Crash Course,male,writer|psychiatrist|university teacher|psychologist|academic,None
Jimmy Carter,28,Crash Course,male,writer|businessperson|engineer|politician|farmer|environmentalist|novelist|peace activist|diplomat|autobiographer|naval officer|statesperson|humanitarian|human rights activist|submariner,None
Eric Foner,18,Crash Course,male,historian|university teacher,None
Ronald Reagan,60,Crash Course,male,screenwriter|politician|game show host|actor|announcer|anti-communist|military officer|lifeguard|voice actor|statesperson|diarist|television actor|character actor|art collector|film actor|trade unionist|autobiographer,None
George H. W. George H. W. Bush,38,Crash Course,None,None,None
George Bush,1,Crash Course,male,politician|businessperson|rugby union player|military officer|motivational speaker|statesperson|autobiographer|painter|financier,None
Theodore Roosevelt,34,Crash Course,male,naturalist|writer|politician|historian|statesperson|ornithologist|rancher|essayist|explorer|conservationist|autobiographer|diarist,None
Barbie,1,Crash Course,female,actor|Playboy Playmate|preschool teacher|erotic photography model|model|television actor|film actor,None
Dan,3,Crash Course,None,None,None
George H. W. George H. W. Bush's,7,Crash Course,None,None,None
Michael Dukakis,7,Crash Course,male,politician|lawyer|university teacher,None
Jesse Jackson,38,Crash Course,male,politician|pastor|civil rights advocate|human rights activist|organizational founder,None
Saddam Hussein,5,Crash Course,male,writer|military personnel|politician|revolutionary|novelist,None
John Dennis Fowler Green,58,Crash Course,male,farmer|radio producer|political writer|broadcasting executive,None
Rodney King,9,Crash Course,male,author|taxi driver|activist,African Americans
Raul Meyer,15,Crash Course,None,None,None
Ross Perot,1,Crash Course,male,entrepreneur|politician|naval officer,None
Bill Clinton,44,Crash Course,male,writer|lawyer|politician|teacher|statesperson|governor|saxophonist|autobiographer|jurist|diplomat,None
George W. George W. Bush,35,Crash Course,None,None,None
Herbert Hoover,23,Crash Course,male,writer|businessperson|engineer|statesperson|politician|geologist|mining engineer,None
Andrew Jackson,16,Crash Course,male,lawyer|politician|military officer|statesperson|judge,None
Gatsby,5,Crash Course,None,None,None
Calvin Coolidge,5,Crash Course,male,lawyer|politician|statesperson|autobiographer,None
Warren G. Harding,2,Crash Course,male,businessperson|politician|statesperson|newspaper editor,None
Warren G. Warren G. Harding,1,Crash Course,None,None,None
Henry Ford,5,Crash Course,male,writer|politician|entrepreneur|racing automobile driver|inventor|business magnate|journalist|industrialist,None
Charles Lindbergh,3,Crash Course,male,engineer|fighter pilot|inventor|air force officer|aviation writer|aircraft pilot|peace activist|autobiographer|diarist,None
Oliver Wendell Holmes,4,Crash Course,male,writer|physician|poet|physician writer|university teacher|novelist|medical writer,None
William Jennings Bryan,9,Crash Course,male,politician|lawyer|writer|editor|diplomat|publisher,None
Rosyana Rojas,5,Crash Course,None,None,None
Thought Cafe,53,Crash Course,None,None,None
Franklin Delano Roosevelt,22,Crash Course,male,statesperson,None
FDR,36,Crash Course,male,statesperson,None
Eleanor Roosevelt,9,Crash Course,female,politician|diplomat|writer|women's rights activist|columnist|human rights activist|journalist|peace activist|autobiographer,None
Nah,2,Crash Course,None,None,None
A. Philip A. Philip Randolph,26,Crash Course,None,None,None
US History,5,Crash Course,None,None,None
Hillary Clinton,3,Crash Course,female,lawyer|politician|jurist|diplomat|university teacher|film producer|podcaster|autobiographer,None
Newt Gingrich,6,Crash Course,male,writer|politician|teacher|historian|novelist,None
John,41,Crash Course,male,Catholic bishop|Catholic priest,None
Articles,1,Crash Course,None,None,None
Daniel Shays,1,Crash Course,male,farmer,None
Thomas Jefferson,85,Crash Course,male,writer|teacher|lawyer|architect|politician|farmer|jurist|diplomat|inventor|statesperson|paleontologist|archaeologist|philosopher|cryptographer,None
Daniel Shays' Rebellion,1,Crash Course,None,None,None
Alexander Hamilton,34,Crash Course,male,Christian minister,None
James Madison,23,Crash Course,male,writer|lawyer|diplomat|politician|statesperson|philosopher,None
Roger Sherman,3,Crash Course,male,lawyer|politician|judge|diplomat|statesperson,None
John Jay,5,Crash Course,male,judge|politician|lawyer|diplomat,None
Federalist Papers,1,Crash Course,None,None,None
Richard Nixon,43,Crash Course,male,politician|lawyer|military officer|statesperson|autobiographer,None
Lyndon Johnson,12,Crash Course,male,statesperson|politician|teacher|rancher,None
Barry Goldwater,13,Crash Course,male,photographer|businessperson|aircraft pilot|politician|military officer,None
Lyndon B. Lyndon B. Johnson,10,Crash Course,None,None,None
George Wallace,3,Crash Course,male,lawyer|judge|military officer|boxer|politician,None
Earl Warren,6,Crash Course,male,judge|lawyer|politician,None
Nathaniel Hawthorne,9,Crash Course,male,writer|diplomat|children's writer|novelist|short story writer|science fiction writer,None
Mark Twain,6,Crash Course,male,writer|teacher|journalist|travel writer|aphorist|children's writer|opinion journalist|novelist|prose writer|humorist|autobiographer|science fiction writer,None
Ralph Waldo Emerson,5,Crash Course,male,writer|poet|biographer|philosopher|orator|Christian minister|abolitionist|essayist|diarist|Unitarian pastor,None
Stan Muller,18,Crash Course,male,None,None
Jamestown,4,Crash Course,None,None,None
William Penn,6,Crash Course,male,politician|entrepreneur|writer|theologian|philosopher|Colonial proprietor,None
William Berkeley,7,Crash Course,male,governor|civil servant,None
Nathaniel Bacon,7,Crash Course,male,settler|politician,None
Paul Revere,1,Crash Course,male,silversmith|entrepreneur|military personnel|Minutemen,None
George Washington,38,Crash Course,male,writer|engineer|politician|farmer|statesperson|cartographer|revolutionary|geometer|army officer,None
Danica Johnson,19,Crash Course,female,None,None
George,2,Crash Course,male,thaumaturge|dragonslayer|soldier,None
Martin Luther King Jr. Jr.,7,Crash Course,None,None,None
Martin Luther King Jr.'s,1,Crash Course,None,None,None
John F. John F. Kennedy,11,Crash Course,None,None,None
James,1,Crash Course,male,Catholic bishop|Catholic priest,None
Martin Luther King Jr.,48,Crash Course,male,writer|peace activist|politician|opinion journalist|pastor|pacifist|preacher|civil rights advocate|human rights activist,African Americans
Malcolm X,7,Crash Course,male,imam|politician|human rights activist|political activist|autobiographer|Muslim minister,African Americans
Miranda,7,Crash Course,female,singer,None
Griswold,1,Crash Course,male,arachnologist,None
colonists,3,Crash Course,None,None,None
George III,5,Crash Course,male,politician|ruler|monarch|aristocrat|art collector|patron of the arts,None
Crispus Attucks,16,Crash Course,male,stevedore|sailor,African Americans|Massachusett people|Wampanoag people
John Adams,29,Crash Course,male,politician,None
Thomas Paine,2,Crash Course,male,entrepreneur|politician|writer|journalist|philosopher|opinion journalist|prose writer,None
Harry Potter,1,Crash Course,male,golfer,None
Meredith Danko,17,Crash Course,None,None,None
Ayn Rand,1,Crash Course,female,screenwriter|writer|playwright|science fiction writer|journalist|literary critic|philosopher|novelist|essayist,Jewish people
Cornelius Vanderbilt,4,Crash Course,male,railway executive|entrepreneur,None
John D. John D. Rockefeller,2,Crash Course,None,None,None
J. P. J. P. Morgan,5,Crash Course,None,None,None
Andrew Carnegie,2,Crash Course,male,writer|entrepreneur|philanthropist|fabricator|economist|merchant|business magnate|industrialist,None
Darwin,1,Crash Course,male,naturalist|writer|geologist|botanist|travel writer|philosopher|explorer|ethologist,None
Alexander Hamilton's,8,Crash Course,None,None,None
Thomas Jefferson's,2,Crash Course,None,None,None
George Washington's,4,Crash Course,None,None,None
John Adams',3,Crash Course,None,None,None
Abraham Lincoln,43,Crash Course,male,politician|writer|lawyer|farmer|military officer|statesperson|postmaster,None
Andrew,2,Crash Course,male,politician,None
Andrew Johnson,13,Crash Course,male,tailor|politician|military officer|statesperson,None
Abraham Lincoln's,5,Crash Course,None,None,None
Jefferson,5,Crash Course,male,association football player,None
Jefferson Davis,1,Crash Course,male,writer|politician|businessperson|military officer|political writer,None
Ulysses S. Ulysses S. Grant,13,Crash Course,None,None,None
Ulysses S. Grant's,1,Crash Course,None,None,None
Samuel J. Samuel J. Tilden,2,Crash Course,None,None,None
Rutherford B. Rutherford B. Hayes,4,Crash Course,None,None,None
Jim Crow,32,Crash Course,male,classical scholar|archaeologist|university teacher|classical archaeologist,None
Stephen Douglas,6,Crash Course,male,judge|lawyer|politician,None
Dred Scott,25,Crash Course,male,activist,None
James Buchanan,4,Crash Course,male,lawyer|politician|diplomat|statesperson,None
John Brown,10,Crash Course,male,None,None
Roger B. Roger B. Taney,1,Crash Course,None,None,None
Roger B. Taney,2,Crash Course,male,judge|lawyer|politician,None
Roger B. Taney's,1,Crash Course,None,None,None
Kim,3,Crash Course,female,musician,None
Al Gore,8,Crash Course,male,writer|businessperson|politician|financier|environmentalist|journalist|blogger|orator|climate activist,None
Jeb Bush,5,Crash Course,male,businessperson|writer|real estate developer|politician|governor|banker|bookbinder,None
John McCain,2,Crash Course,male,naval officer|writer|screenwriter|politician|autobiographer|fighter pilot|television presenter|aircraft pilot|author,None
John Kerry,4,Crash Course,male,politician|lawyer|diplomat|aircraft pilot|naval officer|peace activist|climate activist,None
King George,1,Crash Course,male,actor|influencer,None
Abigail,1,Crash Course,female,None,None
George George Washington,2,Crash Course,None,None,None
Robert E. Robert E. Lee,7,Crash Course,None,None,None
Matthew Brady,3,Crash Course,male,None,None
George Plunkett,7,Crash Course,male,politician|diplomat|barrister|art historian,None
Chester A. Chester A. Arthur,1,Crash Course,None,None,None
Benjamin Harrison,1,Crash Course,male,lawyer|writer|politician|military officer|statesperson,None
William McKinley,10,Crash Course,male,lawyer|politician|statesperson,None
Henry Clay,6,Crash Course,male,writer|lawyer|politician|diplomat,None
John Ross,1,Crash Course,male,musician|conductor|organist|music director,None
William Henry Harrison,6,Crash Course,male,politician|military officer|diplomat|statesperson,None
Bob,5,Crash Course,male,basketball player,None
John C. John C. Calhoun,8,Crash Course,None,None,None
Jackson,4,Crash Course,male,pornographic actor,None
Hamilton,1,Crash Course,male,racing automobile driver|Formula One driver,None
William Howard Taft,13,Crash Course,male,judge|writer|lawyer|university teacher|politician|statesperson|prosecutor|pedagogue,None
Woodrow Wilson,40,Crash Course,male,teacher|writer|university teacher|lawyer|academic|politician|jurist|statesperson|political scientist,None
Ronald Reagan's,14,Crash Course,None,None,None
Jimmy,3,Crash Course,male,None,None
Monticello,1,Crash Course,None,None,None
John Locke,7,Crash Course,male,scientist|writer|physician|philosopher|philosopher of law|politician,None
Joseph Stalin,6,Crash Course,male,statesperson|politician|revolutionary|opinion journalist|linguist,None
Harry Truman,5,Crash Course,male,businessperson|politician|judge|military officer|diarist,None
George Marshall,2,Crash Course,male,politician|diplomat|American football player|army officer,None
Douglas MacArthur,4,Crash Course,male,military officer|army officer,None
Cotton,3,Crash Course,male,baseball player|athletics competitor,None
Greeks,1,Crash Course,None,None,None
Daniel,1,Crash Course,male,composer,None
David,2,Crash Course,male,drawer|architect,None
Harriet Tubman,14,Crash Course,female,nurse|writer|suffragist|human rights activist|feminist|spy|political activist|abolitionist,African Americans
Martin Van Buren,12,Crash Course,male,lawyer|writer|politician|diplomat|statesperson,None
James K. James K. Polk,8,Crash Course,None,None,None
Zachary Taylor,2,Crash Course,male,statesperson,None
Winfield Scott,1,Crash Course,male,politician|military officer,None
William Seward,1,Crash Course,male,lawyer|writer|politician|diplomat,None
John Smith,5,Crash Course,male,politician,None
Roger Williams,3,Crash Course,male,politician,None
John Winthrop,4,Crash Course,male,writer|lawyer|politician|jurist|theologian,None
Barack Obama,55,Crash Course,male,lawyer|political writer|community organizer|politician|jurist|statesperson|academic|memoirist|podcaster,African Americans
Aaron Burr,4,Crash Course,male,lawyer|jurist|politician|military officer|bretteur,None
Martha Washington,3,Crash Course,female,politician,None
John Marshall,11,Crash Course,male,jazz musician|percussionist,None
Madison,3,Crash Course,male,radio personality,None
Lewis,2,Crash Course,female,writer|screenwriter|journalist|children's writer|novelist|film producer,None
Clark,1,Crash Course,female,athletics competitor,None
Arthur Schlesinger,1,Crash Course,male,anesthesiologist|surgeon,None
Harriet Beecher Stowe,5,Crash Course,female,poet|writer|abolitionist|children's writer|novelist|essayist|short story writer,None
Maria Stewart,35,Crash Course,female,None,None
Uncle Tom's,7,Crash Course,None,None,None
Sarah,1,Crash Course,female,pornographic actor,None
Frederick Douglass,98,Crash Course,male,writer|businessperson|abolitionist|film editor|orator|autobiographer|politician|suffragist|diplomat|caulker|editor|journalist,African Americans
William Lloyd Garrison,9,Crash Course,male,writer|editor|journalist|social reformer|abolitionist,None
W. E. B. Du W. E. B. Du Bois,5,Crash Course,None,None,None
Luke,2,Crash Course,male,physician|writer|Four Evangelists|painter|evangelist|iconographer,None
Stonewall Jackson,9,Crash Course,male,military personnel|teacher|military leader,None
George McClellan,6,Crash Course,male,writer|military officer|designer|army officer,None
Robert E. Lee,4,Crash Course,male,military personnel|military officer|army officer,None
Robert E. Lee's,4,Crash Course,None,None,None
Jesus,2,Crash Course,male,teacher|prophet|rabbi|Messiah|pastor|carpenter|preacher|father of faith|tektōn|religious leader|thaumaturge|healer,Jewish people
Charles Grandison Finney,1,Crash Course,male,theologian|writer|religious leader,None
Jesus Christ,3,Crash Course,male,teacher|prophet|rabbi|Messiah|pastor|carpenter|preacher|father of faith|tektōn|religious leader|thaumaturge|healer,Jewish people
Richard,1,Crash Course,male,Catholic priest|Catholic bishop,None
David Walker,9,Crash Course,male,racing automobile driver|Formula One driver,None
Rosa Parks,31,Crash Course,female,public figure|civil rights advocate|human rights activist|political activist|autobiographer,African Americans
Brown,7,Crash Course,male,paleontologist,None
Plessy,16,Crash Course,None,None,None
Ferguson,13,Crash Course,male,painter,None
Eisenhower,9,Crash Course,male,writer|politician|military personnel|military officer|statesperson|army officer,None
Sam,1,Crash Course,male,boxer|baseball player|boxing trainer,None
Jane Addams,4,Crash Course,female,writer|suffragette|human rights activist|journalist|sociologist|philosopher|social critic|political theorist|peace activist|autobiographer|social reformer|women's rights activist,None
Alice Paul,6,Crash Course,female,suffragette|women's rights activist|jurist,None
Elizabeth,5,Crash Course,female,None,None
Walter Raleigh,1,Crash Course,male,poet|writer|politician|knight|spy|explorer,None
Squanto,4,Crash Course,male,guide|interpreter,None
Twitter,3,Crash Course,None,None,None
Booker T. Booker T. Washington,21,Crash Course,None,None,None
Booker T. Washington,4,Crash Course,male,writer|teacher|human rights activist|autobiographer|businessperson|politician|educator|pedagogue,African Americans
Woodrow Wilson's,3,Crash Course,None,None,None
Andrew Andrew Jackson,39,Crash Course,None,None,None
John Quincy Adams,4,Crash Course,male,lawyer|writer|politician|diplomat|statesperson|diarist,None
Northerners,1,Crash Course,None,None,None
Thomas Edison,1,Crash Course,male,screenwriter|businessperson|entrepreneur|mathematician|physicist|engineer|film director|inventor,Americans
Grover Cleveland,1,Crash Course,male,lawyer|writer|politician|executioner|statesperson,Scotch-Irish Americans
John Boehner,9,Crash Course,male,businessperson|entrepreneur|politician|business executive,None
Yay,1,Crash Course,male,professional gamer,None
Adlai Stevenson,12,Crash Course,male,lawyer|politician,None
North,1,Crash Course,male,musician,None
Syngman Rhee,2,Crash Course,male,politician|writer|journalist,None
Truman,5,Crash Course,male,businessperson|politician|judge|military officer|diarist,None
John B. John B. Kennedy,1,Crash Course,None,None,None
Lyndon B. Johnson,4,Crash Course,male,politician|statesperson|teacher|rancher,None
Winston Churchill,1,Crash Course,male,historian|politician,None
George Whitefield,7,Crash Course,male,writer|preacher|theologian|Christian minister,None
Hitler,3,Crash Course,male,politician,None
Clint Smith,268,Crash Course,male,ice hockey player,None
Josephine St. Pierre Josephine St. Pierre Ruffin,12,Crash Course,None,None,None
Ida B. Ida B. Wells,2,Crash Course,None,None,None
Mary McLeod Bethune,5,Crash Course,female,writer|teacher|politician|human rights activist|journalist|suffragist,African Americans
Grandmaster Flash,2,Crash Course,male,composer|disc jockey|rapper|record producer|musician,African Americans
Anthony Johnson,12,Crash Course,male,economist|politician|diplomat,None
Antonio,3,Crash Course,male,Catholic bishop|Catholic priest,None
Bennett,1,Crash Course,male,physician|ichthyologist|zoologist,None
Mary,1,Crash Course,female,None,None
Homer Plessy,2,Crash Course,male,cobbler,African Americans
Claudette Colvin,5,Crash Course,female,civil rights advocate|unlicensed assistive personnel,Americans|African Americans
Zora Neale Hurston,6,Crash Course,female,playwright|historian|civil rights advocate|film director|writer|journalist|folklorist|anthropologist|novelist,African Americans
Bobby Seale,14,Crash Course,male,animator|politician|human rights activist|university teacher|political activist|autobiographer,None
Elaine Brown,8,Crash Course,female,writer|singer|political activist,African Americans
Huey Newton,10,Crash Course,None,None,None
Maya Angelou,4,Crash Course,female,screenwriter|writer|playwright|politician|journalist|singer|comedian|stage actor|professor|television producer|film producer|film director|novelist|songwriter|television actor|essayist|dancer|human rights activist|autobiographer,African Americans
Audre Lorde,5,Crash Course,female,writer|teacher|poet|librarian|university teacher|philosopher|novelist|essayist|women's rights activist|feminist,African Americans
Nikki Giovanni,5,Crash Course,female,writer|teacher|poet,African Americans
Learner Coin,8,Crash Course,None,None,None
Marshall,6,Crash Course,male,botanist,None
Joanne P Robinson,7,Crash Course,None,researcher,None
Emmett,15,Crash Course,None,None,None
W.E.B. DuBois,8,Crash Course,None,None,None
Push,17,Crash Course,male,actor|television presenter|radio personality|model|television actor,None
King,3,Crash Course,male,clergyman|drawer|entomologist|artist,None
Phyllis Wheatley,29,Crash Course,None,None,None
Phyllis Wheatley's,9,Crash Course,None,None,None
Ben Franklin,1,Crash Course,male,writer|politician|diplomat,None
Jordan,1,Crash Course,male,pornographic actor,None
Langston Hughes,11,Crash Course,male,poet|essayist|writer|biographer|playwright|children's writer|opinion journalist|journalist|novelist,African Americans
William Tecumseh Sherman,4,Crash Course,male,lawyer|writer|banker|military officer,None
Rutherford B. Hayes,1,Crash Course,male,lawyer|military officer|statesperson,None
Karl Marx,1,Crash Course,male,author|writer|film screenwriter|journalist|poet|sociologist|television writer|politician|economist|revolutionary|philosopher|historian|social scientist,Ashkenazi Jews
Frank Church,1,Crash Course,male,politician,None
James W. James W. Stewart,6,Crash Course,None,None,None
Maria Charlotte de la,8,Crash Course,None,None,None
Stewart,7,Crash Course,male,portraitist|painter,None
Peter Blow,1,Crash Course,None,None,None
John Emerson,4,Crash Course,male,screenwriter|writer|actor|playwright|stage actor|film director|film producer|film actor,None
John Sanford,2,Crash Course,male,actor|comedian|television actor,African Americans|multiracial American
Roger Tawny,3,Crash Course,None,None,None
James Somerset,5,Crash Course,male,None,None
Shirley Chisholm,35,Crash Course,female,politician,African Americans
Trayvon Martin,7,Crash Course,male,None,African Americans
