Name,Count,Channel,gender,occupation,ethnic_group
Burby,23,PBS Kids,None,None,None
Brad,76,PBS Kids,male,water polo player|swimmer,None
Yadina,58,PBS Kids,None,None,None
Zoom,48,PBS Kids,male,composer|record producer|musician,None
Mary Seacole,9,PBS Kids,female,writer|nurse|traditional healer|autobiographer,African Americans
Barbie,4,PBS Kids,female,actor|Playboy Playmate|preschool teacher|erotic photography model|model|television actor|film actor,None
Bill,1,PBS Kids,male,diplomat|politician|ambassador,None
Mary,4,PBS Kids,female,None,None
Wilma Rudolph,22,PBS Kids,female,sprinter,African Americans
Jonas Salk,19,PBS Kids,male,physician|inventor|biologist|immunologist|epidemiologist|virologist,None
Rosa Parks,24,PBS Kids,female,human rights activist|public figure|civil rights advocate|political activist|autobiographer,African Americans
Thurgood Marshall,5,PBS Kids,male,judge|jurist|lawyer|politician,African Americans
Marshall,2,PBS Kids,male,botanist,None
Kitty,10,PBS Kids,female,writer,None
Doom,14,PBS Kids,None,None,None
Jesse Owens,38,PBS Kids,male,sprinter|athletics competitor|long jumper,African Americans
Yummy,1,PBS Kids,male,None,None
Ella Fitzgerald,17,PBS Kids,female,composer|singer|conductor|singer-songwriter|bandleader|film actor|jazz musician|recording artist,African Americans
Kinda,1,PBS Kids,None,None,None
Frederick Douglass,23,PBS Kids,male,writer|businessperson|politician|autobiographer|abolitionist|suffragist|film editor|caulker|diplomat|orator|editor|journalist,African Americans
Jimmy,4,PBS Kids,male,None,None
Martin Luther King Jr.,3,PBS Kids,male,writer|politician|pastor|opinion journalist|preacher|pacifist|civil rights advocate|peace activist|human rights activist,African Americans
Pierce Freelon,6,PBS Kids,male,jazz musician,None
Arthur,3,PBS Kids,male,association football player,None
Maya Angelou,10,PBS Kids,female,writer|politician|comedian|television producer|human rights activist|dancer|autobiographer|film director|journalist|novelist|television actor|film producer|essayist|stage actor|songwriter|screenwriter|professor|singer|playwright,African Americans
Maya,2,PBS Kids,male,None,None
Douglass,1,PBS Kids,male,artist,African Americans
Abraham Lincoln,15,PBS Kids,male,politician|writer|lawyer|farmer|military officer|statesperson|postmaster,None
Brad Meltzer,65,PBS Kids,male,writer|screenwriter|novelist|children's writer,None
Harriet Tubman,23,PBS Kids,female,writer|nurse|human rights activist|feminist|spy|political activist|abolitionist|suffragist,African Americans
Harriet,18,PBS Kids,female,singer|songwriter,None
John Brown,1,PBS Kids,male,tanner|social activist|postmaster|abolitionist|entrepreneur,None
Susan B. Anthony,1,PBS Kids,female,civil rights advocate|writer|human rights activist|abolitionist|suffragist|women's rights activist|feminist,None
Hana Ali,12,PBS Kids,female,actor,None
Muhammad Ali,21,PBS Kids,male,boxer,African Americans
Cassius,7,PBS Kids,male,boxer,None
Ali,2,PBS Kids,female,personal assistant|reality television participant,None
Elizabeth,7,PBS Kids,female,None,None
Molly,13,PBS Kids,female,writer|journalist,None
Elizabeth Peretrovich,6,PBS Kids,None,None,None
Amelia Earhart,26,PBS Kids,female,journalist|aircraft pilot|travel writer|memoirist|women's rights activist|aviation writer,None
Amelia,2,PBS Kids,female,politician,None
Billie Jean,8,PBS Kids,None,None,None
Yay,3,PBS Kids,male,professional gamer,None
Ta-da,1,PBS Kids,None,None,None
Chris Eliopoulos,6,PBS Kids,male,screenwriter|letterer|comics artist|cartoonist|drawer,None
Chris,2,PBS Kids,male,actor|voice actor,None
Rogers,5,PBS Kids,female,architect,None
Robert,1,PBS Kids,male,Catholic bishop|Catholic priest,None
James Madison,11,PBS Kids,male,politician|lawyer|writer|diplomat|statesperson|philosopher,None
James Madison's,3,PBS Kids,None,None,None
Thomas Jefferson,18,PBS Kids,male,writer|teacher|lawyer|architect|politician|farmer|jurist|inventor|statesperson|diplomat|paleontologist|philosopher|cryptographer|archaeologist,None
Jefferson,1,PBS Kids,male,association football player,None
William Henry Harrison,23,PBS Kids,male,military officer|politician|diplomat|statesperson,None
Andrew Jackson,34,PBS Kids,male,lawyer|judge|politician|military officer|statesperson,None
Woodrow Wilson,13,PBS Kids,male,writer|teacher|lawyer|politician|statesperson|political scientist|university teacher|jurist|academic,None
Teddy Roosevelt,23,PBS Kids,male,naturalist|writer|politician|historian|ornithologist|statesperson|rancher|explorer|essayist|conservationist|autobiographer|diarist,None
Taft,2,PBS Kids,male,botanist,None
Woodrow Wilson's,1,PBS Kids,None,None,None
Abe Lincoln,16,PBS Kids,male,politician|writer|lawyer|farmer|military officer|statesperson|postmaster,None
George Washington,21,PBS Kids,male,None,None
George Washington's,5,PBS Kids,None,None,None
Barack Obama's,2,PBS Kids,None,None,None
Barack Obama,5,PBS Kids,male,jurist|politician|lawyer|memoirist|statesperson|podcaster|academic|political writer|community organizer,African Americans
Grover Cleveland,12,PBS Kids,male,lawyer|politician|writer|executioner|statesperson,Scotch-Irish Americans
Benjamin Harrison,8,PBS Kids,male,lawyer|writer|politician|military officer|statesperson,None
Dwight Eich Eisenhower,14,PBS Kids,None,None,None
Roosevelt,1,PBS Kids,male,statesperson,None
John Kennedy,18,PBS Kids,male,researcher,None
Nixon,4,PBS Kids,male,lawyer|military officer|statesperson|autobiographer|politician,None
Herbert Hoover,15,PBS Kids,male,politician|statesperson|writer|engineer|businessperson|mining engineer|geologist,None
Wilson,1,PBS Kids,None,None,None
Harding,2,PBS Kids,male,painter,None
Coolidge,2,PBS Kids,None,botanist,None
Lyndon Johnson,15,PBS Kids,male,teacher|politician|rancher|statesperson,None
Kennedy,1,PBS Kids,male,writer|anti-communist|politician|statesperson|journalist|naval officer,Irish Americans
Lyndon Johnson's,2,PBS Kids,None,None,None
Lewis,1,PBS Kids,female,screenwriter|writer|journalist|film producer|children's writer|novelist,None
Clark,1,PBS Kids,female,athletics competitor,None
Thomas Jefferson's,2,PBS Kids,None,None,None
John Adams,16,PBS Kids,male,politician,None
John Tyler,12,PBS Kids,male,politician|statesperson|lawyer,None
Richard Nixon's,8,PBS Kids,None,None,None
Richard Nixon,15,PBS Kids,male,lawyer|military officer|statesperson|autobiographer|politician,None
Eisenhower,1,PBS Kids,male,military personnel|politician|writer|military officer|statesperson|army officer,None
John F. Kennedy,1,PBS Kids,male,writer|anti-communist|politician|statesperson|journalist|naval officer,Irish Americans
George Bush,14,PBS Kids,male,businessperson|rugby union player|politician|motivational speaker|military officer|autobiographer|statesperson|painter|financier,None
George Bush's,3,PBS Kids,None,None,None
Ronald Reagan,17,PBS Kids,male,actor|screenwriter|military officer|lifeguard|statesperson|politician|character actor|announcer|voice actor|art collector|television actor|film actor|autobiographer|trade unionist|game show host|anti-communist|diarist,None
Ronald Reagan's,7,PBS Kids,None,None,None
Reagan,1,PBS Kids,None,None,None
Franklin Pierce,12,PBS Kids,male,politician|lawyer|statesperson,None
Franklin Pierce's,6,PBS Kids,None,None,None
Jimmy Carter,15,PBS Kids,male,writer|businessperson|engineer|politician|diplomat|farmer|statesperson|human rights activist|submariner|environmentalist|novelist|naval officer|peace activist|autobiographer|humanitarian,None
Jimmy Carter's,4,PBS Kids,None,None,None
James Buchanan,11,PBS Kids,male,politician|lawyer|diplomat|statesperson,None
Warren G. Harding,12,PBS Kids,male,politician|businessperson|statesperson|newspaper editor,None
Andrew Johnson,13,PBS Kids,male,politician|military officer|tailor|statesperson,None
Lincoln,3,PBS Kids,female,badminton player,None
Andrew Johnson's,2,PBS Kids,None,None,None
William McKinley,10,PBS Kids,male,politician|statesperson|lawyer,None
William McKinley's,3,PBS Kids,None,None,None
Rutherford Hayes,17,PBS Kids,male,statesperson|lawyer|military officer,None
Grant,1,PBS Kids,male,writer|zoologist|anatomist,None
George W. Bush,12,PBS Kids,male,businessperson|rugby union player|politician|motivational speaker|military officer|autobiographer|statesperson|painter|financier,None
George W. Bush's,1,PBS Kids,None,None,None
Al Gore,1,PBS Kids,male,writer|businessperson|blogger|politician|orator|climate activist|journalist|financier|environmentalist,None
Chester Arthur,14,PBS Kids,male,lawyer|politician|statesperson|military officer|educator,None
Hayes,1,PBS Kids,male,photographer|painter|engraver|graphic artist|lithographer,None
Garfield,1,PBS Kids,male,television actor,None
William Howard Taft,24,PBS Kids,male,writer|judge|university teacher|lawyer|politician|statesperson|prosecutor|pedagogue,None
Teddy Roosevelt's,4,PBS Kids,None,None,None
Franklin Delano Roosevelt,13,PBS Kids,male,statesperson,None
Benjamin,3,PBS Kids,male,writer|comics artist,None
Ulysses S. Grant,13,PBS Kids,male,statesperson|explorer|army officer|writer,None
Ulysses S. Grant's,2,PBS Kids,None,None,None
Martin Van Buren,17,PBS Kids,male,writer|lawyer|politician|diplomat|statesperson,None
Calvin Coolidge,14,PBS Kids,male,politician|lawyer|statesperson|autobiographer,None
John Quincy Adams,13,PBS Kids,male,lawyer|writer|politician|diplomat|statesperson|diarist,None
Monroe,1,PBS Kids,male,record producer,None
Henry Clay,1,PBS Kids,male,politician|writer|lawyer|diplomat,None
Andrew Jackson's,1,PBS Kids,None,None,None
Franklin Roosevelt,2,PBS Kids,male,statesperson,None
Harry Truman,12,PBS Kids,male,politician|judge|businessperson|military officer|diarist,None
Zachary Taylor,16,PBS Kids,male,statesperson,None
Zachary Taylor's,3,PBS Kids,None,None,None
Push,1,PBS Kids,male,actor|television presenter|radio personality|model|television actor,None
Millard Fillmore,8,PBS Kids,male,politician|lawyer|statesperson,None
Bill Clinton,10,PBS Kids,male,lawyer|politician|governor|jurist|writer|statesperson|teacher|diplomat|saxophonist|autobiographer,None
Ross Perot,1,PBS Kids,male,politician|entrepreneur|naval officer,None
Bush,1,PBS Kids,male,businessperson|rugby union player|politician|motivational speaker|military officer|autobiographer|statesperson|painter|financier,None
Bill Clinton's,2,PBS Kids,None,None,None
Clinton,1,PBS Kids,male,lawyer|politician|governor|jurist|writer|statesperson|teacher|diplomat|saxophonist|autobiographer,None
James Knox Polk,13,PBS Kids,male,statesperson|lawyer|politician|farmer,None
Fillmore,1,PBS Kids,None,None,None
James Monroe,11,PBS Kids,male,writer|lawyer|politician|farmer|diplomat|statesperson,None
Gerald Ford,13,PBS Kids,male,lawyer|politician|military officer|statesperson|gridiron football player|autobiographer|American football player,None
James Garfield,14,PBS Kids,male,lawyer|writer|military personnel|politician|statesperson,None
Bell,5,PBS Kids,None,None,None
James Naismith,15,PBS Kids,male,inventor|writer|physician|cleric|head coach|basketball player|basketball coach,None
Temple Grandin,118,PBS Kids,female,screenwriter|writer|activist|zoologist|biologist|non-fiction writer|university teacher|academic,None
Ben,27,PBS Kids,male,baseball player,None
Roberto Clemente,27,PBS Kids,male,baseball player,None
Kristi Yamaguchi,10,PBS Kids,female,children's writer|writer|television actor|figure skater,None
Kristi,11,PBS Kids,female,children's writer|writer|television actor|figure skater,None
Ruth Bader Ginsburg,31,PBS Kids,female,judge|lawyer|jurist,None
Gary,4,PBS Kids,male,songwriter|restaurateur|singer|record producer|music promoter,None
Temple Grandin's,33,PBS Kids,None,None,None
Albert Einstein,57,PBS Kids,male,physicist,Jewish people
Abraham Lincoln's,2,PBS Kids,None,None,None
Brad Meltzer's,8,PBS Kids,None,None,None
Albert Einstein's,17,PBS Kids,None,None,None
John Green,634,Crash Course,male,farmer|radio producer|political writer|broadcasting executive,None
U.S. History,7,Crash Course,None,None,None
Gerald Ford,11,Crash Course,male,lawyer|politician|military officer|statesperson|gridiron football player|autobiographer|American football player,None
John Green’s,6,Crash Course,None,None,None
Nixon,19,Crash Course,male,lawyer|military officer|statesperson|autobiographer|politician,None
Stan,162,Crash Course,male,psychiatrist|psychologist|writer|university teacher|academic,None
Jimmy Carter,21,Crash Course,male,writer|businessperson|engineer|politician|diplomat|farmer|statesperson|human rights activist|submariner|environmentalist|novelist|naval officer|peace activist|autobiographer|humanitarian,None
Eric Foner,17,Crash Course,male,historian|university teacher,None
Jimmy Carter's,6,Crash Course,None,None,None
Ronald Reagan,10,Crash Course,male,actor|screenwriter|military officer|lifeguard|statesperson|politician|character actor|announcer|voice actor|art collector|television actor|film actor|autobiographer|trade unionist|game show host|anti-communist|diarist,None
George H.W. Bush,37,Crash Course,male,politician|entrepreneur|diplomat|statesperson|aircraft pilot|naval officer|baseball player|autobiographer,None
George Bush,1,Crash Course,male,businessperson|rugby union player|politician|motivational speaker|military officer|autobiographer|statesperson|painter|financier,None
Teddy Roosevelt,4,Crash Course,male,naturalist|writer|politician|historian|ornithologist|statesperson|rancher|explorer|essayist|conservationist|autobiographer|diarist,None
Barbie,1,Crash Course,female,actor|Playboy Playmate|preschool teacher|erotic photography model|model|television actor|film actor,None
Dan,3,Crash Course,None,None,None
George H.W. Bush's,7,Crash Course,None,None,None
Jesse Jackson,37,Crash Course,male,politician|pastor|human rights activist|organizational founder|civil rights advocate,None
John Green's,61,Crash Course,None,None,None
Rodney King,8,Crash Course,male,taxi driver|author|activist,African Americans
Raul Meyer,15,Crash Course,None,None,None
George W. Bush,27,Crash Course,male,businessperson|rugby union player|politician|motivational speaker|military officer|autobiographer|statesperson|painter|financier,None
Herbert Hoover,18,Crash Course,male,politician|statesperson|writer|engineer|businessperson|mining engineer|geologist,None
Andrew Jackson,38,Crash Course,male,lawyer|judge|politician|military officer|statesperson,None
Hoover,3,Crash Course,male,singer|songwriter,None
Gatsby,5,Crash Course,None,None,None
Calvin Coolidge,3,Crash Course,male,politician|lawyer|statesperson|autobiographer,None
Harding,2,Crash Course,male,painter,None
Warren G. Harding,1,Crash Course,male,politician|businessperson|statesperson|newspaper editor,None
Oliver Wendell Holmes,3,Crash Course,male,writer|physician|poet|physician writer|university teacher|novelist|medical writer,None
Klan,5,Crash Course,None,None,None
Coolidge,1,Crash Course,None,botanist,None
Scopes,5,Crash Course,None,None,None
William Jennings Bryan,4,Crash Course,male,writer|lawyer|politician|diplomat|editor|publisher,None
Rosyana Rojas,5,Crash Course,None,None,None
Thought Cafe,53,Crash Course,None,None,None
Franklin D. Roosevelt,5,Crash Course,male,statesperson,None
FDR,36,Crash Course,male,statesperson,None
Eleanor Roosevelt,4,Crash Course,female,politician|diplomat|writer|columnist|women's rights activist|human rights activist|journalist|peace activist|autobiographer,None
Nah,2,Crash Course,None,None,None
A. Philip Randolph,26,Crash Course,male,politician|civil rights advocate|political activist|socialist|trade unionist,None
Bill Clinton,29,Crash Course,male,lawyer|politician|governor|jurist|writer|statesperson|teacher|diplomat|saxophonist|autobiographer,None
Bill Clinton's,14,Crash Course,None,None,None
Hillary Clinton,2,Crash Course,female,lawyer|politician|jurist|diplomat|university teacher|film producer|podcaster|autobiographer,None
Hillary Clinton's,1,Crash Course,None,None,None
Barack Obama's,22,Crash Course,None,None,None
John,41,Crash Course,male,Catholic priest|Catholic bishop,None
Articles,1,Crash Course,None,None,None
Daniel Shays,1,Crash Course,male,farmer,None
Thomas Jefferson,54,Crash Course,male,writer|teacher|lawyer|architect|politician|farmer|jurist|inventor|statesperson|diplomat|paleontologist|philosopher|cryptographer|archaeologist,None
Alexander Hamilton,14,Crash Course,male,Christian minister,None
James Madison's,1,Crash Course,None,None,None
Roger Sherman,3,Crash Course,male,judge|lawyer|diplomat|politician|statesperson,None
James Madison,13,Crash Course,male,politician|lawyer|writer|diplomat|statesperson|philosopher,None
John Jay,4,Crash Course,male,lawyer|politician|judge|diplomat,None
Federalist Papers,1,Crash Course,None,None,None
Richard Nixon's,7,Crash Course,None,None,None
Green,8,Crash Course,female,artist|scientific illustrator,None
Lyndon Johnson,12,Crash Course,male,teacher|politician|rancher|statesperson,None
Barry Goldwater,10,Crash Course,male,businessperson|photographer|politician|military officer|aircraft pilot,None
Lyndon Johnson's,8,Crash Course,None,None,None
Richard Nixon,30,Crash Course,male,lawyer|military officer|statesperson|autobiographer|politician,None
Earl Warren,6,Crash Course,male,judge|lawyer|politician,None
Roe,1,Crash Course,male,politician|botanist|naval officer|explorer|diarist,None
Wade,1,Crash Course,male,botanist,None
Alexander Hamilton's,2,Crash Course,None,None,None
Nathaniel Hawthorne,9,Crash Course,male,diplomat|children's writer|writer|novelist|short story writer|science fiction writer,None
Mark Twain,5,Crash Course,male,writer|travel writer|journalist|opinion journalist|aphorist|teacher|novelist|science fiction writer|prose writer|autobiographer|humorist|children's writer,None
Ralph Waldo Emerson,5,Crash Course,male,poet|writer|biographer|Christian minister|diarist|philosopher|Unitarian pastor|essayist|orator|abolitionist,None
Stan Muller,18,Crash Course,male,None,None
Jamestown,4,Crash Course,None,None,None
William Penn,4,Crash Course,male,writer|politician|entrepreneur|theologian|philosopher|Colonial proprietor,None
Penn,3,Crash Course,None,photographer,None
Nathaniel Bacon,3,Crash Course,male,politician|settler,None
Paul Revere,1,Crash Course,male,entrepreneur|military personnel|silversmith|Minutemen,None
George Washington's,5,Crash Course,None,None,None
George Washington,28,Crash Course,male,None,None
Danica Johnson,19,Crash Course,female,None,None
George,2,Crash Course,male,None,None
Martin Luther King Jr.,73,Crash Course,male,writer|politician|pastor|opinion journalist|preacher|pacifist|civil rights advocate|peace activist|human rights activist,African Americans
Martin Luther King's,1,Crash Course,None,None,None
John F. Kennedy,9,Crash Course,male,writer|anti-communist|politician|statesperson|journalist|naval officer,Irish Americans
James,1,Crash Course,male,Catholic priest|Catholic bishop,None
Martin Luther King,12,Crash Course,male,writer|politician|pastor|opinion journalist|preacher|pacifist|civil rights advocate|peace activist|human rights activist,African Americans
Malcolm X,40,Crash Course,male,politician|imam|human rights activist|political activist|autobiographer|Muslim minister,African Americans
Miranda,7,Crash Course,female,singer,None
Griswold,1,Crash Course,male,arachnologist,None
colonists,3,Crash Course,None,None,None
Crispus Attucks,16,Crash Course,male,sailor|stevedore,African Americans|Massachusett people|Wampanoag people
John Adams,21,Crash Course,male,politician,None
George III,2,Crash Course,male,monarch|politician|ruler|aristocrat|art collector|patron of the arts,None
Harry Potter,1,Crash Course,male,golfer,None
Meredith Danko,17,Crash Course,None,None,None
Ayn Rand,1,Crash Course,female,writer|screenwriter|novelist|essayist|science fiction writer|playwright|journalist|literary critic|philosopher,Jewish people
Vanderbilt,2,Crash Course,None,None,None
Cornelius Vanderbilt,2,Crash Course,male,entrepreneur|railway executive,None
John D. Rockefeller,2,Crash Course,male,entrepreneur|accountant|banker,Americans
J.P. Morgan,4,Crash Course,male,art collector|financier|banker|entrepreneur,None
Andrew Carnegie,1,Crash Course,male,writer|entrepreneur|economist|merchant|fabricator|business magnate|industrialist|philanthropist,None
Darwin,1,Crash Course,male,writer|naturalist|geologist|botanist|ethologist|travel writer|philosopher|explorer,None
Hamilton,27,Crash Course,male,painter,None
Jefferson,29,Crash Course,male,association football player,None
Abraham Lincoln,32,Crash Course,male,lawyer|writer|military officer|farmer|politician|statesperson|postmaster,None
Andrew,2,Crash Course,male,politician,None
Johnson,13,Crash Course,male,painter|visual artist,None
Andrew Johnson's,2,Crash Course,None,None,None
Andrew Johnson,8,Crash Course,male,politician|military officer|tailor|statesperson,None
Sherman,6,Crash Course,male,botanist,None
Jefferson Davis,1,Crash Course,male,writer|businessperson|politician|military officer|political writer,None
Ulysses S. Grant,10,Crash Course,male,statesperson|explorer|army officer|writer,None
Rutherford B. Hayes,4,Crash Course,male,statesperson|lawyer|military officer,None
Hayes,3,Crash Course,male,photographer|painter|engraver|graphic artist|lithographer,None
Jim Crow,32,Crash Course,male,university teacher|archaeologist|classical scholar|classical archaeologist,None
Stephen Douglas,6,Crash Course,male,judge|lawyer|politician,None
Dred Scott,20,Crash Course,male,activist,None
Thomas Jefferson's,10,Crash Course,None,None,None
James Buchanan,2,Crash Course,male,politician|lawyer|diplomat|statesperson,None
James Buchanan's,1,Crash Course,None,None,None
John Brown,10,Crash Course,male,tanner|social activist|postmaster|abolitionist|entrepreneur,None
Roger B. Taney,1,Crash Course,male,judge|lawyer|politician,None
Taney,2,Crash Course,None,None,None
Kim,2,Crash Course,female,musician,None
Al Gore,7,Crash Course,male,writer|businessperson|blogger|politician|orator|climate activist|journalist|financier|environmentalist,None
George W. Bush's,8,Crash Course,None,None,None
Bush,14,Crash Course,male,businessperson|rugby union player|politician|motivational speaker|military officer|autobiographer|statesperson|painter|financier,None
Gore,2,Crash Course,male,writer|businessperson|blogger|politician|orator|climate activist|journalist|financier|environmentalist,None
Ronald Reagan's,5,Crash Course,None,None,None
John McCain,2,Crash Course,male,screenwriter|writer|author|fighter pilot|politician|television presenter|aircraft pilot|naval officer|autobiographer,None
John Kerry,3,Crash Course,male,lawyer|politician|diplomat|aircraft pilot|naval officer|peace activist|climate activist,None
King George,1,Crash Course,male,actor|influencer,None
Abigail,1,Crash Course,female,None,None
Robert E. Lee,10,Crash Course,male,military officer|army officer|military personnel,None
Abraham Lincoln's,1,Crash Course,None,None,None
Plunkett,5,Crash Course,male,writer|university teacher|botanist|mycologist|biochemist,None
Garfield,3,Crash Course,male,television actor,None
Chester Arthur,1,Crash Course,male,lawyer|politician|statesperson|military officer|educator,None
Benjamin Harrison,1,Crash Course,male,lawyer|writer|politician|military officer|statesperson,None
Bryan,7,Crash Course,male,art historian|art dealer|art collector,None
William McKinley,6,Crash Course,male,politician|statesperson|lawyer,None
Henry Clay,6,Crash Course,male,politician|writer|lawyer|diplomat,None
John Ross,1,Crash Course,male,military officer|painter|botanist|explorer|polar explorer|naval officer,None
William Henry Harrison,4,Crash Course,male,military officer|politician|diplomat|statesperson,None
Bob,5,Crash Course,male,basketball player,None
John C. Calhoun,8,Crash Course,male,lawyer|writer|politician|diplomat,None
Jackson,14,Crash Course,male,pornographic actor,None
Theodore Roosevelt,26,Crash Course,male,naturalist|writer|politician|historian|ornithologist|statesperson|rancher|explorer|essayist|conservationist|autobiographer|diarist,None
Theodore Roosevelt's,5,Crash Course,None,None,None
William Howard Taft,12,Crash Course,male,writer|judge|university teacher|lawyer|politician|statesperson|prosecutor|pedagogue,None
Woodrow Wilson,30,Crash Course,male,writer|teacher|lawyer|politician|statesperson|political scientist|university teacher|jurist|academic,None
Woodrow Wilson's,3,Crash Course,None,None,None
Reagan,62,Crash Course,None,None,None
Jimmy,3,Crash Course,male,None,None
Monticello,1,Crash Course,None,None,None
John Locke,4,Crash Course,male,writer|scientist|physician|politician|philosopher|philosopher of law,None
Joseph Stalin,2,Crash Course,male,politician|revolutionary|statesperson|opinion journalist|linguist,None
Harry Truman,2,Crash Course,male,businessperson|judge|politician|military officer|diarist,None
Roosevelt,16,Crash Course,male,statesperson,None
Truman,7,Crash Course,male,businessperson|judge|politician|military officer|diarist,None
Marshall,7,Crash Course,male,botanist,None
Stalin,4,Crash Course,male,politician|revolutionary|statesperson|opinion journalist|linguist,None
Cotton,3,Crash Course,male,athletics competitor|baseball player,None
Greeks,1,Crash Course,None,None,None
Daniel,1,Crash Course,male,composer,None
David,2,Crash Course,male,drawer|architect,None
Harriet Tubman,14,Crash Course,female,writer|nurse|human rights activist|feminist|spy|political activist|abolitionist|suffragist,African Americans
Martin Van Buren,11,Crash Course,male,writer|lawyer|politician|diplomat|statesperson,None
James K. Polk,8,Crash Course,male,statesperson|lawyer|politician|farmer,None
Zachary Taylor,2,Crash Course,male,statesperson,None
Winfield Scott,1,Crash Course,male,politician|military officer,None
William Seward,1,Crash Course,male,writer|lawyer|politician|diplomat,None
John Smith,5,Crash Course,male,politician,None
John Winthrop,3,Crash Course,male,lawyer|writer|politician|jurist|theologian,None
Grant,1,Crash Course,male,writer|zoologist|anatomist,None
Barack Obama,43,Crash Course,male,jurist|politician|lawyer|memoirist|statesperson|podcaster|academic|political writer|community organizer,African Americans
Aaron Burr,4,Crash Course,male,lawyer|politician|jurist|military officer|bretteur,None
John Marshall,9,Crash Course,male,jazz musician|percussionist,None
Madison,12,Crash Course,male,radio personality,None
Lewis,2,Crash Course,female,screenwriter|writer|journalist|film producer|children's writer|novelist,None
Clark,1,Crash Course,female,athletics competitor,None
Franklin Delano Roosevelt,6,Crash Course,male,statesperson,None
Maria Stewart,37,Crash Course,female,None,None
Harriet Beecher Stowe,3,Crash Course,female,writer|novelist|poet|children's writer|essayist|short story writer|abolitionist,None
Uncle Tom's,7,Crash Course,None,None,None
Sarah,1,Crash Course,female,costume designer|wardrobe master,None
Frederick Douglass,81,Crash Course,male,writer|businessperson|politician|autobiographer|abolitionist|suffragist|film editor|caulker|diplomat|orator|editor|journalist,African Americans
William Lloyd Garrison,8,Crash Course,male,editor|writer|journalist|social reformer|abolitionist,None
Luke,2,Crash Course,male,writer|Four Evangelists|physician|painter|evangelist|iconographer,None
George McClellan,3,Crash Course,male,writer|military officer|designer|army officer,None
Robert E. Lee's,5,Crash Course,None,None,None
Jesus,2,Crash Course,male,teacher|prophet|religious leader|preacher|thaumaturge|Messiah|father of faith|rabbi|carpenter|healer|tektōn|pastor,Jewish people
Thomas Paine,1,Crash Course,male,writer|politician|entrepreneur|journalist|philosopher|opinion journalist|prose writer,None
Jesus Christ,3,Crash Course,male,teacher|prophet|religious leader|preacher|thaumaturge|Messiah|father of faith|rabbi|carpenter|healer|tektōn|pastor,Jewish people
Richard,1,Crash Course,male,Catholic priest|Catholic bishop,None
David Walker,8,Crash Course,male,racing automobile driver|Formula One driver,None
Rosa Parks,31,Crash Course,female,civil rights advocate|public figure|human rights activist|political activist|autobiographer,African Americans
Brown,8,Crash Course,male,paleontologist,None
Plessy,17,Crash Course,None,None,None
Ferguson,13,Crash Course,male,painter,None
Eisenhower,9,Crash Course,male,military personnel|politician|writer|military officer|statesperson|army officer,None
Sam,1,Crash Course,male,baseball player|boxing trainer|boxer,None
Ulysses S. Grant's,3,Crash Course,None,None,None
Walter Raleigh,1,Crash Course,male,writer|poet|politician|explorer|knight|spy,None
Squanto,4,Crash Course,male,interpreter|guide,None
Twitter,3,Crash Course,None,None,None
Booker T. Washington,21,Crash Course,male,teacher|writer|human rights activist|autobiographer|businessperson|politician|educator|pedagogue,African Americans
Wilson,5,Crash Course,None,None,None
Monroe,3,Crash Course,male,record producer,None
John Quincy Adams,4,Crash Course,male,lawyer|writer|politician|diplomat|statesperson|diarist,None
Andrew Jackson's,11,Crash Course,None,None,None
Northerners,1,Crash Course,None,None,None
Thomas Edison,1,Crash Course,male,entrepreneur|engineer|screenwriter|businessperson|physicist|mathematician|film director|inventor,Americans
Grover Cleveland,1,Crash Course,male,lawyer|politician|writer|executioner|statesperson,Scotch-Irish Americans
Grover,1,Crash Course,male,musician,None
John Boehner,8,Crash Course,male,entrepreneur|politician|businessperson|business executive,None
Yay,1,Crash Course,male,professional gamer,None
North,1,Crash Course,male,musician,None
Syngman Rhee,2,Crash Course,male,writer|politician|journalist,None
Winston Churchill,1,Crash Course,male,politician|historian,None
Braddock,2,Crash Course,None,None,None
George Whitefield,6,Crash Course,male,preacher|writer|theologian|Christian minister,None
Churchill,1,Crash Course,male,botanist,None
Hitler,3,Crash Course,male,politician,None
Clint Smith,234,Crash Course,male,ice hockey player,None
Josephine St. Pierre Ruffin,11,Crash Course,female,journalist|suffragist,African Americans
Clint Smith's,40,Crash Course,None,None,None
Grandmaster Flash,2,Crash Course,male,composer|disc jockey|record producer|musician|rapper,African Americans
Anthony Johnson,7,Crash Course,male,economist|politician|diplomat,None
Anthony Johnson's,5,Crash Course,None,None,None
Antonio,3,Crash Course,male,Catholic priest|Catholic bishop,None
Bennett,1,Crash Course,male,zoologist|ichthyologist|physician,None
Mary,1,Crash Course,female,None,None
Homer Plessy,2,Crash Course,male,cobbler,African Americans
Ida B. Wells,1,Crash Course,female,writer|human rights activist|journalist|sociologist|suffragist,African Americans
Zora Neale Hurston,6,Crash Course,female,historian|writer|film director|playwright|folklorist|anthropologist|novelist|civil rights advocate|journalist,African Americans
Bobby Seale,9,Crash Course,male,politician|university teacher|human rights activist|political activist|autobiographer,None
Elaine Brown,7,Crash Course,female,writer|singer|political activist,African Americans
Learner Coin,8,Crash Course,None,None,None
Joanne Robinson,7,Crash Course,None,researcher,None
Emmett,8,Crash Course,None,None,None
DuBois,9,Crash Course,None,None,None
